id,author_name,last_updated,rating,version,title,content,intention,classified intention
33604145,mgONs,2025-07-21T06:34:41-07:00,5,21.0.2,Excellent,The best carrier ever!,Positive carrier experience,General Feedback
31688857,Andy381,2025-07-20T18:22:54-07:00,1,21.0.2,UPDATE,"I ditched Verizon after 24 years!  Verizon went downhill fast!  You can’t get anyone who speaks English and they kept screwing up my bill!  Stay away at all costs and TMobile is way cheaper.  Run!! Run away from this place as fast as you can!! All the reviews are horrible including the BBB and google.  The BBB has over 40,000 complaints filed in the past year or so.","Negative, advises switching providers.",General Feedback
31593775,Florida_Living,2025-07-20T17:45:19-07:00,1,21.0.2,Horrible app and not organized well,"This app is the absolute worst! For such a large company you’d expect better. Not only is it horribly organized (should be simplified) but it does not work seamlessly with the website. I have to repeatedly login, the chat cycles and never gets me with an agent. When I have used the chat feature messages are lost and not received, agents drop off randomly with no explanation. The help options are never applicable. They should separate shopping and deals with account management entirely. I have to go through a thousand steps just to pay my bill. Not to mention the bill overview is not very detailed.",Negative feedback/complaint,General Feedback
30966570,Evobaloc,2025-07-20T13:32:26-07:00,1,21.0.2,Service,"Absolutely terrible app. Tried to log a service issue and the app crashes. Logged out and tried again, but again no luck.
Not to mention, Verizon’s service team is god awful.",Report app issues,technical/platform issues
30961275,Wilzine,2025-07-20T13:30:26-07:00,1,21.0.2,Scam,"This is by far the worst phone company I ever had the displeasure to be associated with. Nothing but a bunch of liars and thieves. Customer service is just awful, whilst this company clearly takes pleasure in creating confusion and discomfort in its users. The app has little to no truly useful information and no way in directing you to actual assistance. Just a whole bloody mess of and app and a company",Expressing extreme dissatisfaction.,General Feedback
30726862,110,2025-07-20T12:07:48-07:00,1,21.0.2,Worst possible app/service,"Get the app, buy a line, line doesn’t work, call customer service, can’t get service because I’m not registered, I register, can’t get service because I “don’t have that service” even though I bought the premium package, finally get a hold of someone, spend two and a half hours being brushed off to different departments until I get someone who can help, finally get calls to work, now texts don’t work, get texts to work, now calls don’t work, app crashes each time I leave it to complete a troubleshooting step, so I have to re-login and argue with an AI that does not understand generic prompts to attempt to get help with the next step. If you wish to waste hours of your time and hundreds of dollars to receive absolutely nothing, this is the place for you. Good luck, I hope you can get more out of this than I did.",Waste of time/money,General Feedback
30514115,duraam,2025-07-20T10:57:29-07:00,5,21.0.2,The best brand ever,"I have been a Verizon customer for a few years now and i will never switch. Customer service is top notch, service itself is top notch. Responsive and very helpful, no gimmicks just great service",Highly satisfied customer,General Feedback
30497613,someguyinthe315,2025-07-20T10:52:11-07:00,1,21.0.2,Bugs,Why does it give me a badge of a notification if the app doesn't show me what it is,Seeking notification clarity.,Customer Support
30464636,richardzooly,2025-07-20T10:41:37-07:00,5,21.0.2,App,This app will let me be the boss . I ordered phones and even split my payment when I needed it most. Really simple to do. I  do hope they come out when shopping for new phones they make sure you are getting the best deal possible. I feel like I may have made some mistakes.,"Payment flexibility, better deals.",Account & Billing
30303598,HendrikHalifax,2025-07-20T09:51:21-07:00,1,21.0.2,Verizon was a mistake,Had T-mobile for 7 years and switched. I regret every second of that choice,Customer regrets switching,Customer Support
30268273,thereal.amots,2025-07-20T09:40:39-07:00,5,21.0.2,VERIZON IS GREAT!,"Great service, Great people, Great Prices, Great Deals! VERIZON IS GREAT!",Highly satisfied customer,General Feedback
29981310,sharon.na,2025-07-20T08:16:25-07:00,1,21.0.2,network runs like its the 90s,undocumented sales receipt billing is running a month behind it looks like i paid 0 to walk out with device took 10+days off my billing cycle signed up the 11th bill due the third,Billing and service issues,Account & Billing
29697737,Angela Penhall,2025-07-20T06:54:42-07:00,2,21.0.2,Issues with my Verizon app,"I don’t know about the other users, but I’m really having trouble signing in all the time. It keeps on saying that my user I’d and password doesn’t match there’s. I really need help with this. Does anyone has any solutions for me. I appreciate it.",Needs login help,Technical/platform issues
27794101,Mjs12590,2025-07-19T18:39:41-07:00,1,21.0.2,Don’t Sign Up with Verizon!,This is the most frustrating carrier to subscribe with. They have poor customer service and their systems just don’t work! You’ll be better off going with carriers like Mint Mobile,Warn against Verizon,General Feedback
27319870,Owen…M,2025-07-19T15:20:17-07:00,1,21.0.2,Useless for internet-only customers,"It is impossible to log into this app unless you are accessing from a phone with a Verizon plan. The two factor authentication keeps sending the text to my router, which obviously I can’t access. I spent 45 minutes with customer service only to find that logging into the app is not an option for customers like me",App login issues.,technical/platform issues
27199507,Unhappyspotifycustomer200088,2025-07-19T14:30:50-07:00,1,21.0.2,Beware Scammers,"They will charge you more if you downgrade your plan, and then upsell you to get out of it.",Warning about scams.,General Feedback
25703973,DRP0123,2025-07-19T06:25:37-07:00,4,21.0.2,The App works…95 % of the time,"I’m new to Verizon. Channeling through the app about every third try negotiating the app I get a prompt of “something went wrong”. Not sure that issue. I was asked to”Verify my email address”. Did that, and the response after selecting that prompt in the email was “something went wrong”. Even the “back” button did not respond. Seems there are some quirks to need to be remedied. I can’t even find my order number. Right now I’d give the app a 3 maybe low 4.",App needs fixes.,technical/platform issues
25362830,Hunter caleb mom,2025-07-19T04:37:24-07:00,5,21.0.2,Love my Verizon,Everything is so simple! Great reliable service and help when needed!,Positive service experience.,Customer Support
25290956,Sha-shee,2025-07-19T04:11:48-07:00,1,21.0.2,I hate Verizon,"If you want to spend the whole day trying to change your password Verizon is the place to go. IT’s impossible. You will get a live rep who will practically needs your DNA, your blood type and a pound of flesh before they can help you.Their Bot is ridiculous. It will ask you the same question over and over and over again..I really give it zero stars. This probably won’t get posted however I hope some literate Verizon employee will read it and actually at least show it to the big bucks ladies and gentlemen as they sit around the conference table drinking their Starbucks mocha lattes
and think, maybe we should look into this,

P.S. those glowing comments they do post are FAKE!",Frustrated with Verizon support,Customer Support
24361582,TriedOfTheAds,2025-07-18T21:52:16-07:00,1,21.0.2,Terrible,Never works when I need to pay my bill.,Payment app broken.,technical/platform issues
23862696,Sparklemcintyre,2025-07-18T18:29:20-07:00,1,21.0.2,The app is so confusing,I used to get on the app all the time and easily make changes and check my billing. Since the app made “updates” it is so overly confusing. It took me forever to get anything done. I wish it could go back to the way it was before.,"App confusing, wants old version.",technical/platform issues
23755158,reidkr,2025-07-18T17:46:03-07:00,1,21.0.2,Verizon are scam artist,"After you transfer your number, your account is deleted & they make it impossible to pay or even see a bill. You just gotta trust the heavy thick accent over the phone that they are telling you the right thing… reporting to the BBB",Unable to pay bill,Account & Billing
